,imdb_id,title,isAdult,year,minutes,genres,imdb_av_rating,imdb_num_votes,worldwide,domestic
965,tt0310203,Ruby & Quentin,0,2003,85.0,"Comedy,Crime",7.1,25680.0,27720972,312824.0
966,tt0310281,A Mighty Wind,0,2003,91.0,"Comedy,Music",7.2,24714.0,18750246,17781006.0
967,tt0310357,Willard,0,2003,100.0,"Drama,Horror,Sci-Fi",6.1,17056.0,8546666,6886089.0
968,tt0310778,Bon voyage,0,2003,114.0,"Comedy,Drama,Mystery",6.7,4620.0,6536601,148727.0
969,tt0310793,Bowling for Columbine,0,2002,120.0,"Crime,Documentary,Drama",7.9,136572.0,58008423,21576018.0
970,tt0310910,Confidence,0,2003,97.0,"Crime,Thriller",6.7,32653.0,23014206,12251640.0
971,tt0310924,Crime Spree,0,2003,105.0,"Action,Comedy,Crime",6.5,5171.0,2451607,
972,tt0311110,It Runs in the Family,0,2003,109.0,"Comedy,Drama,Romance",5.6,4499.0,8211508,7491839.0
973,tt0311113,Master and Commander: The Far Side of the World,0,2003,138.0,"Action,Adventure,Drama",7.4,193305.0,210327920,93927920.0
974,tt0311289,Holes,0,2003,117.0,"Adventure,Comedy,Drama",7.0,72511.0,71406573,67406573.0
